image_name,steering_angle,HMB
1479425834048269765.png,0.0191986225545,HMB5
1479425834098028922.png,0.0191986225545,HMB5
1479425834148054323.png,0.0191986225545,HMB5
1479425834197961340.png,0.0191986225545,HMB5
1479425834247873361.png,0.0209439508617,HMB5
1479425834297952706.png,0.0209439508617,HMB5
1479425834347912542.png,0.01745329238474,HMB5
1479425834398070592.png,0.01745329238474,HMB5
1479425834447966074.png,-0.026529004611064,HMB5
1479425834497993617.png,-0.026529004611064,HMB5
1479425834547969965.png,-0.05235987827184,HMB5
1479425834598016087.png,-0.05235987827184,HMB5
1479425834647945293.png,-0.056897734105600006,HMB5
1479425834698002061.png,-0.056897734105600006,HMB5
1479425834748010234.png,-0.045727626234280006,HMB5
1479425834798028524.png,-0.045727626234280006,HMB5
1479425834848028404.png,-0.037350046634659996,HMB5
1479425834898465851.png,-0.037350046634659996,HMB5
1479425834948080289.png,-0.006283185444766001,HMB5
1479425834998107843.png,-0.006283185444766001,HMB5
1479425835048064903.png,0.03979350663720001,HMB5
1479425835098106963.png,0.03979350663720001,HMB5
1479425835148167855.png,0.054105207324,HMB5
1479425835198060889.png,0.054105207324,HMB5
1479425835248083092.png,0.05445427298544,HMB5
1479425835298153743.png,0.05445427298544,HMB5
1479425835348131101.png,0.06457718238231999,HMB5
1479425835398132198.png,0.06457718238231999,HMB5
1479425835448148351.png,0.08761552870274,HMB5
1479425835498171309.png,0.08761552870274,HMB5
1479425835548144330.png,0.11972958892600001,HMB5
1479425835598147034.png,0.11972958892600001,HMB5
1479425835648139940.png,0.1466076552868,HMB5
1479425835698161158.png,0.1466076552868,HMB5
1479425835748144839.png,0.1567305713894,HMB5
1479425835798188532.png,0.1567305713894,HMB5
1479425835848193803.png,0.1574287027124,HMB5
1479425835898204947.png,0.1574287027124,HMB5
1479425835948285806.png,0.1602212280036,HMB5
1479425835998229275.png,0.1602212280036,HMB5
1479425836048290974.png,0.17174039483060002,HMB5
1479425836098253591.png,0.17174039483060002,HMB5
1479425836148288360.png,0.1881464958192,HMB5
1479425836198298265.png,0.1881464958192,HMB5
1479425836248262925.png,0.2052507191898,HMB5
1479425836298304683.png,0.2052507191898,HMB5
1479425836348234815.png,0.22514747083199999,HMB5
1479425836398984193.png,0.22514747083199999,HMB5
1479425836448325185.png,0.2405063748356,HMB5
1479425836498328867.png,0.2405063748356,HMB5
1479425836548299143.png,0.24085544049699997,HMB5
1479425836598316188.png,0.24085544049699997,HMB5
1479425836648336644.png,0.23352505564660003,HMB5
1479425836698312306.png,0.23352505564660003,HMB5
1479425836748422878.png,0.1734857261182,HMB5
1479425836798313329.png,0.1734857261182,HMB5
1479425836848394853.png,0.11484266519540001,HMB5
1479425836898417349.png,0.11484266519540001,HMB5
1479425836948434333.png,0.10437068790200002,HMB5
1479425836998409862.png,0.10437068790200002,HMB5
1479425837048532044.png,0.1291543647646,HMB5
1479425837098406946.png,0.1291543647646,HMB5
1479425837148392163.png,0.15917402803900002,HMB5
1479425837198504622.png,0.15917402803900002,HMB5
1479425837248497070.png,0.17243852615360003,HMB5
1479425837298441778.png,0.17243852615360003,HMB5
1479425837348459392.png,0.1734857231378,HMB5
1479425837398460052.png,0.1734857231378,HMB5
1479425837448528619.png,0.1877974301578,HMB5
1479425837498487915.png,0.1877974301578,HMB5
1479425837548537132.png,0.18221237361440001,HMB5
1479425837598626426.png,0.18221237361440001,HMB5
1479425837648570852.png,0.1577777683732,HMB5
1479425837698574392.png,0.1577777683732,HMB5
1479425837748595261.png,0.17278759777560002,HMB5
1479425837798546440.png,0.17278759777560002,HMB5
1479425837848585289.png,0.22654373645780002,HMB5
1479425837898621710.png,0.22654373645780002,HMB5
1479425837948562753.png,0.26354471445079997,HMB5
1479425837998548346.png,0.26354471445079997,HMB5
1479425838048605654.png,0.274016678333,HMB5
1479425838098589962.png,0.274016678333,HMB5
1479425838148565605.png,0.2733185470102,HMB5
1479425838198618062.png,0.2733185470102,HMB5
1479425838248669032.png,0.26912977099420005,HMB5
1479425838298657300.png,0.26912977099420005,HMB5
1479425838348600710.png,0.2673844337465999,HMB5
1479425838398605888.png,0.2673844337465999,HMB5
1479425838448650920.png,0.268780708313,HMB5
1479425838498695945.png,0.268780708313,HMB5
1479425838548673568.png,0.268780708313,HMB5
1479425838598733908.png,0.268780708313,HMB5
1479425838648758883.png,0.268780708313,HMB5
1479425838698753535.png,0.268780708313,HMB5
1479425838748722211.png,0.257261532545,HMB5
1479425838798696922.png,0.257261532545,HMB5
1479425838848766719.png,0.22549653947339995,HMB5
1479425838898764861.png,0.22549653947339995,HMB5
1479425838948746144.png,0.19826940000060003,HMB5
1479425838998759695.png,0.19826940000060003,HMB5
1479425839048705684.png,0.1909390211108,HMB5
1479425839098799092.png,0.1909390211108,HMB5
1479425839148730959.png,0.2028072565794,HMB5
1479425839198744478.png,0.2028072565794,HMB5
1479425839248854179.png,0.21642082929599998,HMB5
1479425839298886837.png,0.21642082929599998,HMB5
1479425839348770290.png,0.22340214252499999,HMB5
1479425839398896998.png,0.22340214252499999,HMB5
1479425839448694361.png,0.2241002738478,HMB5
1479425839498815013.png,0.2241002738478,HMB5
1479425839548833585.png,0.2296853244302,HMB5
1479425839598851851.png,0.2296853244302,HMB5
1479425839648854949.png,0.2363175809384,HMB5
1479425839698886222.png,0.2363175809384,HMB5
1479425839748847134.png,0.24120450615859998,HMB5
1479425839798843240.png,0.24120450615859998,HMB5
1479425839848813828.png,0.24399703145059998,HMB5
1479425839898943198.png,0.24399703145059998,HMB5
1479425839949033577.png,0.246091425419,HMB5
1479425839998938462.png,0.246091425419,HMB5
1479425840048949317.png,0.246091425419,HMB5
1479425840098954929.png,0.246091425419,HMB5
1479425840148901513.png,0.246091425419,HMB5
1479425840198979057.png,0.246091425419,HMB5
1479425840249028705.png,0.2467895567418,HMB5
1479425840299025519.png,0.2467895567418,HMB5
1479425840349071035.png,0.2488839507102,HMB5
1479425840399003437.png,0.2488839507102,HMB5
1479425840449026247.png,0.253770881891,HMB5
1479425840499115157.png,0.253770881891,HMB5
1479425840549060570.png,0.2691297769546,HMB5
1479425840598934560.png,0.2691297769546,HMB5
1479425840648982755.png,0.28588493466399995,HMB5
1479425840699050295.png,0.28588493466399995,HMB5
1479425840749074887.png,0.2890265226366,HMB5
1479425840799057054.png,0.2890265226366,HMB5
1479425840848988024.png,0.28867745995539995,HMB5
1479425840898989294.png,0.28867745995539995,HMB5
1479425840948997552.png,0.287979334593,HMB5
1479425840998986357.png,0.287979334593,HMB5
1479425841049127436.png,0.28728119730980006,HMB5
1479425841098998638.png,0.28728119730980006,HMB5
1479425841149224447.png,0.27890361547479997,HMB5
1479425841199100244.png,0.27890361547479997,HMB5
1479425841249158531.png,0.25761060118660006,HMB5
1479425841299180375.png,0.25761060118660006,HMB5
1479425841349182449.png,0.23736477792280003,HMB5
1479425841399215340.png,0.23736477792280003,HMB5
1479425841449256664.png,0.2391101121902,HMB5
1479425841499185562.png,0.2391101121902,HMB5
1479425841549166160.png,0.2520255476234,HMB5
1479425841599216880.png,0.2520255476234,HMB5
1479425841649223322.png,0.25132741630059996,HMB5
1479425841699241194.png,0.25132741630059996,HMB5
1479425841749275935.png,0.24539329409619998,HMB5
1479425841799310896.png,0.24539329409619998,HMB5
1479425841849262697.png,0.244346097112,HMB5
1479425841899304014.png,0.244346097112,HMB5
1479425841949265388.png,0.244346097112,HMB5
1479425841999232786.png,0.244346097112,HMB5
1479425842049329929.png,0.24329890012759997,HMB5
1479425842099275204.png,0.24329890012759997,HMB5
1479425842149269226.png,0.2387610465286,HMB5
1479425842199329935.png,0.2387610465286,HMB5
1479425842249325873.png,0.2310815900564,HMB5
1479425842299328748.png,0.2310815900564,HMB5
1479425842349354315.png,0.226892799139,HMB5
1479425842399361854.png,0.226892799139,HMB5
1479425842449334503.png,0.226892799139,HMB5
1479425842499374115.png,0.226892799139,HMB5
1479425842549381006.png,0.226892799139,HMB5
1479425842599347512.png,0.226892799139,HMB5
1479425842649371772.png,0.22305307686339998,HMB5
1479425842699385009.png,0.22305307686339998,HMB5
1479425842749443737.png,0.18849555552000002,HMB5
1479425842799405837.png,0.18849555552000002,HMB5
1479425842849436646.png,0.1738347917796,HMB5
1479425842899443856.png,0.1738347917796,HMB5
1479425842949457351.png,0.20559978485119998,HMB5
1479425842999454117.png,0.20559978485119998,HMB5
1479425843049434129.png,0.24225170314299999,HMB5
1479425843099478867.png,0.24225170314299999,HMB5
1479425843149495189.png,0.251327425241,HMB5
1479425843199441413.png,0.251327425241,HMB5
1479425843249519935.png,0.249582082033,HMB5
1479425843299478867.png,0.249582082033,HMB5
1479425843349528499.png,0.24923301637159997,HMB5
1479425843399532197.png,0.24923301637159997,HMB5
1479425843449504495.png,0.247836753726,HMB5
1479425843499559376.png,0.247836753726,HMB5
1479425843549508339.png,0.2537708729504001,HMB5
1479425843599551604.png,0.2537708729504001,HMB5
1479425843649561893.png,0.268780696392,HMB5
1479425843699620513.png,0.268780696392,HMB5
1479425843749590476.png,0.27052602171900003,HMB5
1479425843799682126.png,0.27052602171900003,HMB5
1479425843849640243.png,0.268431633711,HMB5
1479425843899590827.png,0.268431633711,HMB5
