image_name,steering_angle,HMB
1479426202229245710.png,0.00523598771542,HMB6
1479426202278926539.png,0.00523598771542,HMB6
1479426202329043915.png,0.004886921867726,HMB6
1479426202378972324.png,0.004886921867726,HMB6
1479426202429056874.png,0.00174532923847,HMB6
1479426202478987891.png,0.00174532923847,HMB6
1479426202529708267.png,0.0010471975430819999,HMB6
1479426202579079291.png,0.0010471975430819999,HMB6
1479426202629075076.png,-0.0031415926292520007,HMB6
1479426202679075789.png,-0.0031415926292520007,HMB6
1479426202729031552.png,-0.007330382801594,HMB6
1479426202779152417.png,-0.007330382801594,HMB6
1479426202829103598.png,-0.009075712040056002,HMB6
1479426202879080367.png,-0.009075712040056002,HMB6
1479426202929117931.png,-0.010821041278499999,HMB6
1479426202979127588.png,-0.010821041278499999,HMB6
1479426203029076104.png,-0.0118682388216,HMB6
1479426203079134216.png,-0.0118682388216,HMB6
1479426203129104692.png,-0.0104719754308,HMB6
1479426203179161718.png,-0.0104719754308,HMB6
1479426203229160781.png,-0.008028514496982001,HMB6
1479426203279130121.png,-0.008028514496982001,HMB6
1479426203329201591.png,-0.003141592629252,HMB6
1479426203379130314.png,-0.003141592629252,HMB6
1479426203429157104.png,-0.00174532923847,HMB6
1479426203479290524.png,-0.00174532923847,HMB6
1479426203529152590.png,-0.00174532923847,HMB6
1479426203579134753.png,-0.00174532923847,HMB6
1479426203629088360.png,-0.000698131695388,HMB6
1479426203679164300.png,-0.000698131695388,HMB6
1479426203729150636.png,0.00174532923847,HMB6
1479426203779167218.png,0.00174532923847,HMB6
1479426203829168778.png,0.00349065847695,HMB6
1479426203879271521.png,0.00349065847695,HMB6
1479426203929123489.png,0.00174532923847,HMB6
1479426203979168705.png,0.00174532923847,HMB6
1479426204029259185.png,0.00174532923847,HMB6
1479426204079200603.png,0.00174532923847,HMB6
1479426204129564115.png,0.00174532923847,HMB6
1479426204179272574.png,0.00174532923847,HMB6
1479426204229256075.png,0.00174532923847,HMB6
1479426204279279088.png,0.00174532923847,HMB6
1479426204329115967.png,0.0,HMB6
1479426204379057814.png,0.0,HMB6
1479426204429114210.png,-0.001047197543084,HMB6
1479426204479156461.png,-0.001047197543084,HMB6
1479426204529192981.png,-0.008377580344658,HMB6
1479426204579189153.png,-0.008377580344658,HMB6
1479426204629267168.png,-0.012217304669299999,HMB6
1479426204679245836.png,-0.012217304669299999,HMB6
1479426204729304683.png,-0.0139626339078,HMB6
1479426204779278167.png,-0.0139626339078,HMB6
1479426204829273647.png,-0.01431169994176,HMB6
1479426204879219803.png,-0.01431169994176,HMB6
1479426204929300517.png,-0.02792526856064,HMB6
1479426204979311808.png,-0.02792526856064,HMB6
1479426205029247578.png,-0.05445427298544,HMB6
1479426205079322048.png,-0.05445427298544,HMB6
1479426205129325173.png,-0.07470009326938001,HMB6
1479426205179264048.png,-0.07470009326938001,HMB6
1479426205229343240.png,-0.0743510261178,HMB6
