image_name,steering_angle,HMB
1479424439139199216.png,-0.24399703145020002,HMB2
1479424439189048462.png,-0.24399703145020002,HMB2
1479424439238804558.png,-0.2359685212374,HMB2
1479424439288873996.png,-0.2359685212374,HMB2
1479424439338897649.png,-0.23806291520579997,HMB2
1479424439389050392.png,-0.23806291520579997,HMB2
1479424439439026249.png,-0.2394591778514,HMB2
1479424439489000412.png,-0.2394591778514,HMB2
1479424439539008146.png,-0.23422318398960001,HMB2
1479424439588931656.png,-0.23422318398960001,HMB2
1479424439638992559.png,-0.23177971839859998,HMB2
1479424439689011636.png,-0.23177971839859998,HMB2
1479424439738974012.png,-0.23387411832800004,HMB2
1479424439788999808.png,-0.23387411832800004,HMB2
1479424439838997171.png,-0.24120450615880001,HMB2
1479424439889016541.png,-0.24120450615880001,HMB2
1479424439939008923.png,-0.2467895567418,HMB2
1479424439989042323.png,-0.2467895567418,HMB2
1479424440039025983.png,-0.25028021633599995,HMB2
1479424440089107846.png,-0.25028021633599995,HMB2
1479424440139049683.png,-0.2488839507102,HMB2
1479424440189102578.png,-0.2488839507102,HMB2
1479424440239089993.png,-0.24748768806460003,HMB2
1479424440289120449.png,-0.24748768806460003,HMB2
1479424440339067966.png,-0.247836753726,HMB2
1479424440389102621.png,-0.247836753726,HMB2
1479424440439120492.png,-0.2488839507102,HMB2
1479424440489157972.png,-0.2488839507102,HMB2
1479424440539097756.png,-0.24993115067459998,HMB2
1479424440589154293.png,-0.24993115067459998,HMB2
1479424440639291823.png,-0.24609142541879997,HMB2
1479424440689165821.png,-0.24609142541879997,HMB2
1479424440739160171.png,-0.2275909334422,HMB2
1479424440789273350.png,-0.2275909334422,HMB2
1479424440839344045.png,-0.1996656656266,HMB2
1479424440889232632.png,-0.1996656656266,HMB2
1479424440939253070.png,-0.1947787433862,HMB2
1479424440989189630.png,-0.1947787433862,HMB2
1479424441039218442.png,-0.21781708896180002,HMB2
1479424441089275383.png,-0.21781708896180002,HMB2
1479424441139209821.png,-0.2558652698992,HMB2
1479424441189284322.png,-0.2558652698992,HMB2
1479424441239363268.png,-0.259355920553,HMB2
1479424441289268089.png,-0.259355920553,HMB2
1479424441339304192.png,-0.23911010921,HMB2
1479424441389272225.png,-0.23911010921,HMB2
1479424441439275582.png,-0.22828906178459998,HMB2
1479424441489325662.png,-0.22828906178459998,HMB2
1479424441539319745.png,-0.21991148591040002,HMB2
1479424441589341397.png,-0.21991148591040002,HMB2
1479424441639438782.png,-0.20385445654380002,HMB2
1479424441689424576.png,-0.20385445654380002,HMB2
1479424441739334123.png,-0.1808161109686,HMB2
1479424441789400473.png,-0.1808161109686,HMB2
1479424441839325878.png,-0.1588249623776,HMB2
1479424441889451256.png,-0.1588249623776,HMB2
1479424441939438605.png,-0.1249655753374,HMB2
1479424441989441650.png,-0.1249655753374,HMB2
1479424442039450026.png,-0.08796459436416001,HMB2
1479424442089433715.png,-0.08796459436416001,HMB2
1479424442139405393.png,-0.07679449021819999,HMB2
1479424442189551046.png,-0.07679449021819999,HMB2
1479424442239450730.png,-0.07679449021819999,HMB2
1479424442289481008.png,-0.07679449021819999,HMB2
1479424442339486568.png,-0.07784168720248,HMB2
1479424442389503683.png,-0.07784168720248,HMB2
1479424442439530609.png,-0.08447393476962,HMB2
1479424442489632778.png,-0.08447393476962,HMB2
1479424442539495427.png,-0.10576695352814,HMB2
1479424442589512346.png,-0.10576695352814,HMB2
1479424442639532159.png,-0.1441641956568,HMB2
1479424442689552568.png,-0.1441641956568,HMB2
1479424442739590972.png,-0.1647590816018,HMB2
1479424442789616433.png,-0.1647590816018,HMB2
1479424442839544998.png,-0.1675516068934,HMB2
1479424442889606441.png,-0.1675516068934,HMB2
1479424442939653462.png,-0.18675023019300002,HMB2
1479424442989700693.png,-0.18675023019300002,HMB2
1479424443039680368.png,-0.21676989197740001,HMB2
1479424443089766403.png,-0.21676989197740001,HMB2
1479424443139630242.png,-0.2324778497218,HMB2
1479424443189631605.png,-0.2324778497218,HMB2
1479424443239645420.png,-0.23247784972159996,HMB2
1479424443289593232.png,-0.23247784972159996,HMB2
1479424443340041341.png,-0.23212878405999998,HMB2
1479424443389604164.png,-0.23212878405999998,HMB2
1479424443439583173.png,-0.2342231810096,HMB2
1479424443489580072.png,-0.2342231810096,HMB2
1479424443539586375.png,-0.235619455576,HMB2
1479424443589683329.png,-0.235619455576,HMB2
1479424443639619333.png,-0.23422318398960001,HMB2
1479424443689603601.png,-0.23422318398960001,HMB2
1479424443739673635.png,-0.22584560215459998,HMB2
1479424443789655978.png,-0.22584560215459998,HMB2
1479424443839665003.png,-0.20734511613839998,HMB2
1479424443889719737.png,-0.20734511613839998,HMB2
1479424443939694412.png,-0.18395770192139999,HMB2
1479424443989632482.png,-0.18395770192139999,HMB2
1479424444040263818.png,-0.16336281895639998,HMB2
1479424444089729787.png,-0.16336281895639998,HMB2
1479424444139777786.png,-0.1581268340352,HMB2
1479424444189708566.png,-0.1581268340352,HMB2
1479424444239766220.png,-0.158824965358,HMB2
1479424444289707787.png,-0.158824965358,HMB2
1479424444339704269.png,-0.1581268340352,HMB2
1479424444389728960.png,-0.1581268340352,HMB2
1479424444439731896.png,-0.15149457752700002,HMB2
1479424444489836627.png,-0.15149457752700002,HMB2
1479424444539799511.png,-0.150098308921,HMB2
1479424444589805287.png,-0.150098308921,HMB2
1479424444640333634.png,-0.15812683403480002,HMB2
1479424444689806104.png,-0.15812683403480002,HMB2
1479424444739928936.png,-0.1748819887638,HMB2
1479424444789870466.png,-0.1748819887638,HMB2
1479424444839855279.png,-0.1857030361888,HMB2
1479424444889842798.png,-0.1857030361888,HMB2
1479424444939796240.png,-0.1947787433864,HMB2
1479424444989897749.png,-0.1947787433864,HMB2
1479424445039876919.png,-0.21118484139440002,HMB2
1479424445089947149.png,-0.21118484139440002,HMB2
1479424445139903688.png,-0.21921335458719998,HMB2
1479424445189907713.png,-0.21921335458719998,HMB2
1479424445239892926.png,-0.21816615760299998,HMB2
1479424445289902357.png,-0.21816615760299998,HMB2
1479424445339956028.png,-0.21432643532759998,HMB2
1479424445389957128.png,-0.21432643532759998,HMB2
1479424445439908882.png,-0.2136283040048,HMB2
1479424445490540519.png,-0.2136283040048,HMB2
1479424445539979686.png,-0.2097885787488,HMB2
1479424445590044756.png,-0.2097885787488,HMB2
1479424445639994106.png,-0.20594884455200005,HMB2
1479424445690015603.png,-0.20594884455200005,HMB2
1479424445739998300.png,-0.20315631926060002,HMB2
1479424445790102628.png,-0.20315631926060002,HMB2
1479424445839990428.png,-0.19792033433880002,HMB2
1479424445890032093.png,-0.19792033433880002,HMB2
1479424445940128411.png,-0.195476874709,HMB2
1479424445990132726.png,-0.195476874709,HMB2
1479424446039996759.png,-0.19687313735460002,HMB2
1479424446090116381.png,-0.19687313735460002,HMB2
1479424446140095566.png,-0.19512780904760002,HMB2
1479424446190049448.png,-0.19512780904760002,HMB2
1479424446240071760.png,-0.18849556148039998,HMB2
1479424446290074675.png,-0.18849556148039998,HMB2
1479424446340083769.png,-0.1891936928038,HMB2
1479424446390142677.png,-0.1891936928038,HMB2
1479424446440239670.png,-0.1923352837564,HMB2
1479424446490166858.png,-0.1923352837564,HMB2
1479424446540242841.png,-0.1909390211106,HMB2
1479424446590212466.png,-0.1909390211106,HMB2
1479424446640211530.png,-0.1755801200866,HMB2
1479424446690249754.png,-0.1755801200866,HMB2
1479424446740197124.png,-0.1532399088144,HMB2
1479424446790216349.png,-0.1532399088144,HMB2
1479424446840206055.png,-0.1137954697014,HMB2
1479424446890329208.png,-0.1137954697014,HMB2
1479424446940245533.png,-0.08447393625976,HMB2
1479424446990228157.png,-0.08447393625976,HMB2
1479424447040235501.png,-0.054105208069100005,HMB2
1479424447090261692.png,-0.054105208069100005,HMB2
1479424447140337445.png,-0.025481807254234,HMB2
1479424447190328027.png,-0.025481807254234,HMB2
1479424447240392739.png,0.017453292757248003,HMB2
1479424447290293864.png,0.017453292757248003,HMB2
1479424447340850159.png,0.05619960203766,HMB2
1479424447390328466.png,0.05619960203766,HMB2
1479424447440294136.png,0.09459684640172,HMB2
1479424447490296525.png,0.09459684640172,HMB2
1479424447540297180.png,0.12697270326325,HMB2
1479424447590303928.png,0.12697270326325,HMB2
1479424447640325444.png,0.1727875977754,HMB2
1479424447690311878.png,0.1727875977754,HMB2
1479424447740302936.png,0.21432643234739998,HMB2
1479424447790322185.png,0.21432643234739998,HMB2
1479424447840385141.png,0.2314306557178,HMB2
1479424447890429377.png,0.2314306557178,HMB2
1479424447940345716.png,0.24015730917420003,HMB2
1479424447990420443.png,0.24015730917420003,HMB2
1479424448040361483.png,0.2513274133206,HMB2
1479424448090461791.png,0.2513274133206,HMB2
1479424448140882157.png,0.2967059731486,HMB2
1479424448190438799.png,0.2967059731486,HMB2
1479424448240912338.png,0.3351032197476,HMB2
1479424448290609648.png,0.3351032197476,HMB2
1479424448340540994.png,0.3630284845828,HMB2
1479424448390476033.png,0.3630284845828,HMB2
1479424448440561698.png,0.4010766625404,HMB2
1479424448490521588.png,0.4010766625404,HMB2
1479424448540561415.png,0.42236968278880005,HMB2
1479424448590526691.png,0.42236968278880005,HMB2
1479424448640573328.png,0.447153353691,HMB2
1479424448690579308.png,0.447153353691,HMB2
1479424448740542222.png,0.45762533545499995,HMB2
1479424448790681522.png,0.45762533545499995,HMB2
1479424448840546602.png,0.455530941486,HMB2
1479424448890617269.png,0.455530941486,HMB2
1479424448940627275.png,0.45169121026979997,HMB2
1479424448990652340.png,0.45169121026979997,HMB2
1479424449040637213.png,0.446804285049,HMB2
1479424449090653021.png,0.446804285049,HMB2
1479424449140682884.png,0.4464552223678,HMB2
1479424449190716883.png,0.4464552223678,HMB2
1479424449240603040.png,0.42586033940299994,HMB2
1479424449290684426.png,0.42586033940299994,HMB2
1479424449340860305.png,0.3644247531892,HMB2
1479424449390816204.png,0.3644247531892,HMB2
1479424449441198300.png,0.34033920764900005,HMB2
1479424449490615389.png,0.34033920764900005,HMB2
1479424449540682005.png,0.3790855169296,HMB2
1479424449590681046.png,0.3790855169296,HMB2
1479424449640752785.png,0.3926990866664,HMB2
1479424449690760718.png,0.3926990866664,HMB2
1479424449740773261.png,0.37559485435479995,HMB2
1479424449790742760.png,0.37559485435479995,HMB2
1479424449840693940.png,0.3445279896258,HMB2
1479424449890815297.png,0.3445279896258,HMB2
1479424449940766736.png,0.3302162885664,HMB2
1479424449990764995.png,0.3302162885664,HMB2
1479424450040754689.png,0.31660273075119993,HMB2
1479424450090801671.png,0.31660273075119993,HMB2
1479424450140824229.png,0.291120916605,HMB2
1479424450190774232.png,0.291120916605,HMB2
1479424450240846442.png,0.2813470840452,HMB2
1479424450290824512.png,0.2813470840452,HMB2
1479424450340862609.png,0.2914699852466,HMB2
1479424450390802528.png,0.2914699852466,HMB2
1479424450440735045.png,0.2918190538882,HMB2
1479424450490768395.png,0.2918190538882,HMB2
1479424450540961562.png,0.28344147205359993,HMB2
1479424450590939613.png,0.28344147205359993,HMB2
1479424450640922715.png,0.28344147205359993,HMB2
1479424450690980591.png,0.28344147205359993,HMB2
1479424450740993215.png,0.2872811973098,HMB2
1479424450791025325.png,0.2872811973098,HMB2
1479424450841050857.png,0.29845130443560003,HMB2
1479424450891028283.png,0.29845130443560003,HMB2
1479424450941019338.png,0.3347541511058,HMB2
1479424450991070155.png,0.3347541511058,HMB2
1479424451041057070.png,0.35953782796879996,HMB2
1479424451091006250.png,0.35953782796879996,HMB2
1479424451141049465.png,0.34313173294059995,HMB2
1479424451190995735.png,0.34313173294059995,HMB2
